User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1002591,P3284,F,46-50,11,C,3,0,9,14.0,,4859
1008758,P6052,F,18-25,14,B,4+,1,8,14.0,,7322
1009763,P8062,M,36-45,20,B,3,1,1,,,4969
1006121,P2589,M,18-25,15,A,2,1,10,5.0,,8990
1001200,P3520,F,51-55,7,B,1,1,17,6.0,,7456
1002854,P5648,M,26-35,5,A,3,0,18,9.0,,8597
1007024,P6729,F,36-45,3,B,0,1,16,9.0,15.0,7826
1009428,P1694,M,26-35,10,B,2,0,2,4.0,3.0,5668
1006972,P8807,M,26-35,16,B,0,0,17,1.0,5.0,10135
1000136,P4683,F,36-45,1,A,4+,0,4,,,5846
1001029,P7704,F,51-55,5,C,4+,0,7,,,5853
1002594,P8368,F,0-17,3,A,1,0,9,,,5645
1007206,P2971,M,51-55,2,B,2,0,3,6.0,,4309
1000661,P9055,M,36-45,6,C,1,0,20,8.0,,8585
1002472,P5218,M,46-50,6,B,0,0,5,3.0,,2195
1000086,P2868,F,26-35,15,A,1,1,18,,,10411
1006219,P2671,M,26-35,1,B,0,0,17,5.0,,9177
1008143,P2728,M,46-50,7,A,1,0,7,,,7840
1006968,P8632,F,26-35,14,B,4+,0,14,17.0,,6785
1002773,P7403,M,26-35,15,A,2,0,15,15.0,15.0,9647
1001700,P7092,M,0-17,0,B,1,1,14,16.0,,8734
1002700,P3142,F,18-25,9,B,0,1,9,13.0,,6551
1006815,P7184,F,36-45,6,A,2,1,16,7.0,,10079
1001647,P7010,F,36-45,15,A,4+,0,19,15.0,,9741
1006038,P1253,F,36-45,9,A,4+,0,1,5.0,,3939
1005164,P5102,F,18-25,11,B,3,0,8,,,6534
1005520,P4542,F,26-35,16,B,2,1,18,,,11559
1003687,P3775,F,26-35,12,B,1,1,2,10.0,,2907
1000596,P8678,F,26-35,11,C,4+,0,4,7.0,,2837
1004545,P7212,F,46-50,14,A,1,0,1,,,2486
1008676,P5637,M,36-45,13,C,1,0,19,9.0,,9404
1008837,P7034,F,18-25,18,A,0,0,11,6.0,,6802
1004757,P9457,F,51-55,18,A,1,1,6,,,5079
1004384,P7476,M,26-35,13,B,3,0,19,6.0,,9586
1008912,P4148,F,36-45,17,C,2,1,14,15.0,,8629
1004733,P4359,M,18-25,4,B,2,0,19,,,8725
1007081,P2004,M,36-45,19,B,0,0,13,,10.0,8552
1008690,P5717,F,18-25,5,C,3,1,12,,,6506
1007117,P4271,M,26-35,17,C,3,1,10,,,7175
1004729,P1209,F,0-17,13,A,2,0,19,16.0,,10852
1001673,P6539,F,18-25,3,C,3,0,11,,,6078
1008306,P1153,M,18-25,0,C,4+,1,12,6.0,,6166
1009928,P4593,M,18-25,12,B,1,0,7,16.0,4.0,5035
1007178,P9606,M,18-25,10,C,1,0,8,1.0,,7328
1002294,P2284,F,36-45,2,C,2,0,17,7.0,11.0,10452
1003630,P4148,F,0-17,16,B,2,1,3,,6.0,3542
1000146,P1768,M,36-45,17,A,3,0,6,8.0,,5535
1003453,P6607,F,18-25,9,B,0,1,12,5.0,12.0,5295
1004507,P4202,F,51-55,15,A,2,0,15,4.0,,8682
1005783,P3787,M,51-55,20,A,2,0,7,,,4558
1007751,P3210,M,18-25,12,B,2,1,6,,,4834
1005628,P8399,M,36-45,19,A,3,1,12,,,9533
1008328,P7338,M,0-17,11,B,4+,1,12,8.0,,5958
1003360,P9733,M,51-55,3,C,2,0,4,1.0,,2998
1003005,P1358,M,26-35,7,B,4+,0,9,,1.0,5243
1003552,P1849,M,0-17,11,C,3,1,17,6.0,,7757
1000018,P8498,M,26-35,18,A,0,0,2,,,5215
1002242,P5522,M,0-17,14,C,1,0,5,13.0,,5473
1006318,P3544,M,26-35,15,C,1,0,10,14.0,,9371
1005097,P2831,F,36-45,11,A,1,0,6,2.0,4.0,3866
1008640,P2472,F,26-35,19,A,1,0,6,16.0,,3413
1001948,P1329,M,26-35,17,A,3,1,5,17.0,,6450
1009137,P6851,F,18-25,11,C,1,1,8,,,5427
1005618,P8032,F,18-25,15,C,3,1,3,14.0,16.0,3540
1004236,P6266,F,18-25,19,A,0,1,14,,,10514
1006901,P5354,F,46-50,10,B,2,0,5,16.0,,4804
1001920,P7435,F,18-25,19,A,2,0,15,1.0,,10225
1004188,P8978,F,36-45,13,B,2,0,9,,,5633
1000238,P5238,M,26-35,1,C,3,1,15,1.0,,7490
1000204,P7112,M,18-25,12,A,3,0,19,10.0,,10182
1005552,P5722,F,36-45,13,C,3,0,16,,,9984
1004927,P2388,F,26-35,5,C,0,0,8,7.0,,5561
1004390,P5185,M,26-35,11,C,4+,0,15,,,9522
1002687,P9911,F,36-45,6,A,3,0,11,1.0,9.0,3636
1004951,P4235,F,26-35,3,A,3,0,4,1.0,,1522
1006160,P5576,F,26-35,6,A,2,1,10,10.0,,3776
1005388,P2100,F,26-35,12,B,1,0,10,3.0,,6265
1009540,P9864,F,36-45,10,B,1,1,2,5.0,,1723
1005126,P9708,M,0-17,7,A,0,0,8,13.0,,7948
1000816,P3532,M,26-35,18,C,1,1,8,9.0,,6554
1009012,P8770,F,0-17,1,A,4+,0,9,,,5920
1000192,P4670,M,18-25,20,A,2,1,2,11.0,,2992
1001776,P1781,F,26-35,17,B,0,0,14,,5.0,7275
1003645,P4523,F,46-50,20,A,1,1,20,8.0,13.0,13061
1006314,P7131,F,51-55,9,A,1,1,2,,,5479
1008442,P5782,F,0-17,5,B,2,0,4,3.0,3.0,4399
1001788,P5995,F,26-35,3,C,0,0,3,4.0,,942
1007374,P2501,F,36-45,18,C,2,0,14,,,8169
1003700,P4080,F,18-25,13,B,0,0,16,9.0,,9556
1009359,P1502,F,36-45,13,B,1,0,15,11.0,,8506
1003893,P4885,F,36-45,17,B,2,1,7,11.0,,3276
1006811,P9009,M,51-55,16,A,2,0,18,16.0,2.0,12679
1009288,P1623,F,0-17,17,B,4+,1,20,13.0,,10017
1002679,P2050,M,18-25,17,B,2,1,6,14.0,3.0,4111
1003904,P8385,M,46-50,4,B,0,1,16,7.0,,8903
1007260,P7081,F,36-45,8,B,4+,0,11,12.0,,8301
1000504,P6484,M,51-55,0,B,2,0,2,,,3716
1009813,P4772,F,0-17,3,B,2,0,2,4.0,,1401
1009579,P4916,F,36-45,6,C,4+,0,14,17.0,,6183
1006773,P5018,F,26-35,10,A,1,0,9,2.0,,3570
1003816,P2329,F,0-17,13,C,2,1,12,,14.0,7230
1000717,P5114,M,26-35,9,A,3,1,3,7.0,2.0,3472
1004434,P4367,M,36-45,18,A,1,0,5,10.0,,5997
1000658,P9095,F,18-25,7,B,2,0,9,4.0,,5197
1005057,P6141,M,18-25,2,B,1,0,3,8.0,2.0,4788
1004008,P4951,M,36-45,7,C,0,1,18,,,10706
1004994,P6084,M,26-35,17,B,1,1,2,14.0,4.0,3245
1004234,P2573,F,46-50,4,B,4+,0,4,17.0,10.0,4309
1003764,P3634,M,26-35,19,A,2,0,13,,,10235
1004637,P3768,M,18-25,10,A,1,1,17,,,8547
1002104,P6302,M,55+,8,B,3,0,9,9.0,,6124
1009447,P7250,F,51-55,18,B,0,0,19,15.0,,10401
1006801,P2211,M,0-17,11,B,0,1,14,15.0,3.0,8131
1008575,P9967,M,36-45,4,B,1,0,13,6.0,4.0,8702
1002607,P6955,F,18-25,15,C,4+,1,5,,,5957
1008385,P2160,M,0-17,12,B,0,0,18,9.0,,10708
1003719,P6977,F,18-25,5,C,1,1,15,,,8731
1002581,P8041,F,18-25,15,A,1,1,11,12.0,1.0,6625
1002565,P3383,F,46-50,17,A,0,0,19,5.0,,11017
1002763,P6876,F,36-45,16,A,1,1,5,12.0,,3418
1006328,P4540,F,55+,11,A,1,0,7,15.0,,8434
1005991,P5635,F,36-45,0,B,3,0,2,,,4420
1003406,P2095,M,26-35,6,B,1,0,19,,,11408
1008923,P6901,F,36-45,13,B,1,0,16,17.0,,9670
1004780,P9215,M,55+,17,B,4+,0,3,,,5011
1004177,P2079,M,36-45,0,C,0,1,10,5.0,,4272
1006476,P9370,F,36-45,19,C,4+,0,12,17.0,,6430
1002604,P3847,M,51-55,9,A,2,0,2,,,2279
1008181,P2960,M,18-25,14,A,4+,1,8,13.0,,6410
1002382,P2473,M,36-45,10,A,2,1,9,2.0,,6162
1000531,P5888,F,46-50,3,A,2,0,20,,,11154
1006079,P5979,M,55+,14,B,4+,0,12,15.0,,6781
1000634,P2212,M,18-25,20,B,3,0,5,8.0,,6732
1009961,P6697,F,26-35,15,A,4+,0,13,2.0,,7116
1000002,P1419,M,36-45,14,B,0,1,5,,6.0,4638
1008397,P4659,M,18-25,16,B,4+,0,15,5.0,,10335
1005951,P6283,M,36-45,10,A,3,0,5,17.0,,5506
1005626,P2340,F,18-25,17,B,4+,1,5,4.0,,3518
1007739,P6137,M,26-35,15,C,3,1,4,12.0,17.0,6077
1006003,P6189,M,26-35,14,B,0,0,16,,,9647
1002890,P2361,F,26-35,10,A,1,1,18,5.0,,7229
1006239,P1591,F,26-35,12,A,3,1,10,5.0,15.0,5709
1008026,P1526,F,26-35,17,A,3,1,20,10.0,,10528
1003306,P8855,M,18-25,7,A,3,1,3,,,2517
1000897,P2292,F,18-25,8,C,0,0,10,,,8091
1009277,P2654,F,0-17,10,A,2,1,13,13.0,,7350
1009471,P1187,F,18-25,16,A,3,1,3,,,4712
1000670,P3758,M,36-45,0,A,0,0,4,,15.0,4148
1007291,P9720,F,46-50,10,C,1,1,13,,2.0,8647
1001505,P9625,F,18-25,6,A,3,1,14,13.0,,9968
1006460,P7431,F,18-25,7,A,2,1,4,13.0,,4831
1005167,P7037,F,36-45,18,B,0,1,12,3.0,,9971
1005255,P9494,F,26-35,3,B,1,0,16,,,9423
1000249,P5182,M,55+,3,A,2,1,10,15.0,,6638
1006457,P7973,M,36-45,18,A,1,1,20,,,11766
1001892,P1437,F,26-35,8,C,2,1,17,16.0,10.0,6130
1003439,P1832,F,18-25,16,C,4+,1,7,10.0,,5214
1002854,P9988,F,26-35,17,A,4+,0,4,2.0,,4448
1009695,P9751,M,0-17,0,A,4+,0,12,15.0,,7626
1003792,P9953,M,18-25,13,A,1,1,10,8.0,,7049
1005330,P6794,M,18-25,3,C,4+,1,2,,,3681
1007871,P4574,M,36-45,9,B,0,0,14,1.0,,6852
1008235,P4785,F,26-35,13,C,0,0,8,2.0,11.0,4082
1003612,P6220,F,0-17,6,B,4+,1,10,9.0,4.0,4940
1002618,P8750,F,36-45,11,C,2,1,6,,2.0,6945
1004678,P7818,F,26-35,15,C,2,1,2,,,2179
1003163,P1684,M,26-35,4,C,1,0,14,10.0,13.0,7194
1009480,P5233,F,18-25,10,B,2,1,11,10.0,,7126
1002942,P1577,M,26-35,3,A,3,1,2,9.0,,1370
1008411,P9007,M,55+,12,B,2,1,4,5.0,8.0,3573
1001925,P1227,F,0-17,7,B,0,1,6,3.0,,5632
1002972,P3328,M,18-25,6,B,2,0,4,4.0,,3734
1000990,P3731,M,18-25,10,A,1,1,5,14.0,,6920
1001812,P1430,F,18-25,10,B,2,1,6,,18.0,2962
1008995,P2709,M,26-35,16,B,1,0,9,,6.0,6445
1000489,P6782,M,46-50,13,B,3,1,16,7.0,,8955
1005876,P2234,F,51-55,1,A,4+,1,11,12.0,,6449
1009685,P9493,M,18-25,19,B,3,1,11,14.0,,6368
1003645,P6205,M,26-35,20,A,0,0,10,13.0,,6803
1007081,P2420,F,36-45,7,C,3,0,1,,,3767
1002891,P1768,M,26-35,1,B,3,0,17,6.0,,8837
1009897,P7034,F,26-35,20,A,0,0,8,7.0,,5116
1003516,P9635,M,18-25,14,A,0,0,16,10.0,10.0,12036
1003340,P4104,M,26-35,4,B,4+,0,6,15.0,,4999
1006410,P5355,F,26-35,5,A,4+,0,14,9.0,,8636
1000053,P4305,F,46-50,16,C,2,1,2,3.0,,4677
1002575,P2538,M,36-45,7,B,1,0,9,5.0,,6235
1000615,P2331,F,18-25,18,A,0,0,4,10.0,,3732
1005944,P9168,M,18-25,4,B,3,0,19,15.0,,10379
1007404,P7939,F,51-55,18,A,3,0,17,3.0,,9040
1000954,P9261,M,26-35,13,C,4+,1,1,3.0,,3926
1001629,P6558,M,46-50,9,A,1,0,2,,,3443
1006859,P6944,M,0-17,12,C,0,1,17,14.0,,11055
1008841,P8126,M,26-35,4,B,4+,1,2,16.0,,1970
1003278,P1480,M,26-35,6,C,1,1,3,4.0,,4722
1005455,P6263,F,46-50,9,A,0,0,4,3.0,,4877
1003801,P5094,F,18-25,10,A,3,0,13,3.0,,7513
1002561,P7167,M,18-25,2,B,3,0,12,9.0,,8096
1006539,P3793,M,26-35,12,B,4+,0,5,4.0,13.0,5523
1000370,P3892,F,46-50,1,A,1,1,14,11.0,8.0,8461
1000857,P2198,F,51-55,3,B,3,0,6,15.0,,5304
1004886,P9011,F,55+,2,A,1,0,1,,7.0,2580
1007485,P3372,F,55+,14,B,4+,0,16,,,8525
1000383,P2892,F,0-17,3,A,2,1,6,,1.0,3851
1004334,P6790,M,0-17,20,A,1,0,13,3.0,,8442
1004290,P2883,M,18-25,3,A,1,0,13,3.0,,8692
1002725,P6467,F,26-35,14,B,4+,1,11,,15.0,7999
1006204,P1797,F,46-50,5,A,2,0,16,14.0,,9907
1006111,P9209,F,51-55,4,C,3,0,14,13.0,13.0,9168
1004251,P9235,F,18-25,11,A,0,0,11,16.0,,6800
1000922,P1154,F,36-45,6,C,4+,1,5,17.0,,6715
1002915,P5962,F,51-55,2,B,0,0,10,13.0,,5995
1007957,P5080,F,26-35,6,B,2,0,15,,,7767
1003046,P9050,F,18-25,11,A,2,1,7,8.0,,5860
1009166,P6947,F,26-35,14,B,1,0,3,7.0,15.0,4620
1001230,P5320,M,26-35,18,B,0,1,11,,,6890
1007647,P2892,F,26-35,5,B,0,0,9,17.0,,5710
1004933,P4424,F,26-35,7,A,2,0,10,1.0,5.0,5884
1009555,P3015,M,0-17,5,C,0,1,4,3.0,,4370
1003940,P7673,M,55+,2,C,3,1,20,,,11375
1006483,P7032,M,26-35,4,B,2,0,18,2.0,,9421
1000203,P5833,F,26-35,8,B,1,1,14,,,8767
1000160,P1565,F,55+,15,B,1,1,9,11.0,,4833
1008960,P8412,F,18-25,15,A,1,0,20,2.0,3.0,11968
1003748,P3018,F,18-25,8,A,0,1,16,5.0,7.0,8336
1006718,P3314,M,46-50,17,B,2,0,2,9.0,,3554
1002581,P5412,F,18-25,12,C,1,0,7,7.0,,6000
1001093,P4883,F,46-50,10,A,2,0,5,12.0,,5143
1004500,P9216,M,18-25,9,B,0,1,17,9.0,,9505
1008799,P7739,F,0-17,9,C,3,0,11,2.0,9.0,5873
1005710,P8902,F,26-35,5,A,3,1,4,2.0,,3325
1009732,P2189,F,18-25,15,A,3,0,17,15.0,,9814
1002875,P8156,F,36-45,11,C,0,0,5,16.0,,5248
1003191,P8342,M,36-45,3,A,1,1,4,14.0,,3092
1001837,P7884,M,51-55,4,A,0,1,10,15.0,18.0,5772
1000689,P4157,M,46-50,1,B,2,0,3,3.0,,3876
1003759,P6520,M,18-25,18,B,3,0,6,6.0,,5680
1002103,P2741,F,46-50,0,C,2,1,8,6.0,,5376
1000365,P4688,F,36-45,3,B,0,0,5,,,1043
1008092,P8485,F,36-45,11,B,4+,1,8,11.0,3.0,5506
1004172,P6369,M,46-50,1,B,4+,1,10,4.0,,7384
1006033,P6644,M,26-35,11,C,0,1,19,14.0,,9821
1002378,P5023,M,26-35,15,A,1,1,4,,12.0,5384
1001205,P1716,F,36-45,1,A,2,1,6,,,3010
1004988,P4967,F,18-25,16,C,0,0,3,17.0,,2285
1005669,P8423,M,18-25,1,C,0,0,4,8.0,,4461
1002735,P7450,M,36-45,3,A,4+,0,4,,,4015
1009867,P4215,F,18-25,5,A,3,0,5,11.0,8.0,3897
1008490,P8825,F,0-17,6,B,3,1,15,16.0,5.0,9376
1000956,P1390,F,0-17,14,A,1,0,16,3.0,,8866
1009306,P4037,M,36-45,19,B,1,1,6,15.0,,5081
1006623,P1232,M,26-35,11,A,1,1,18,13.0,9.0,9271
1001474,P4131,M,36-45,4,A,4+,1,12,7.0,,6197
1004460,P8634,M,26-35,13,B,0,0,20,5.0,,11640
1007002,P1233,F,26-35,15,C,1,1,7,,,5325
1006396,P2391,F,26-35,10,B,4+,0,12,3.0,,8771
1002828,P1889,F,36-45,11,B,2,1,14,12.0,4.0,4717
1002850,P8902,M,26-35,18,C,0,0,13,,,9687
1002964,P1745,F,55+,16,B,2,1,11,,,7792
1004594,P1427,F,51-55,6,B,3,0,11,,,6651
1009141,P1731,F,46-50,8,B,3,0,2,,,1730
1006644,P1799,F,51-55,13,A,0,0,14,,,6388
1002850,P7507,F,26-35,19,B,1,1,15,,,10041
1000165,P8025,M,26-35,11,B,0,1,1,10.0,,3651
1000919,P8624,F,36-45,14,A,1,0,12,3.0,,7908
1008305,P9326,F,36-45,11,A,3,0,14,12.0,,8137
1003504,P6383,M,51-55,20,A,0,0,18,14.0,,11720
1000991,P7207,M,36-45,20,B,0,0,3,,,3997
1006047,P3538,F,55+,12,A,1,0,12,10.0,,7116
1003839,P4718,F,26-35,8,A,3,0,5,7.0,,4268
1001258,P9232,F,46-50,6,C,3,1,3,16.0,,3304
1007609,P4367,F,36-45,0,B,1,0,7,,,6404
1008706,P6008,M,36-45,9,A,1,1,16,3.0,15.0,7735
1004804,P6229,F,26-35,5,B,1,0,20,2.0,,7955
1000067,P8388,M,46-50,14,A,3,1,17,6.0,,8195
1009788,P3415,F,51-55,14,B,3,1,8,10.0,,6860
1005660,P8171,F,18-25,8,B,0,0,15,4.0,,8359
1004478,P3949,F,36-45,12,B,3,0,20,4.0,,8802
1008210,P5261,M,26-35,0,B,2,0,15,10.0,11.0,8420
1003521,P6145,F,55+,8,A,2,0,8,10.0,6.0,5291
1000572,P4466,F,26-35,2,B,1,0,11,13.0,,7191
1007082,P4088,M,18-25,8,A,1,0,10,6.0,10.0,7733
1007832,P2115,F,26-35,19,A,1,0,18,7.0,15.0,13362
1005395,P5578,M,36-45,14,C,0,0,9,5.0,16.0,5321
1002258,P3590,F,0-17,6,B,2,0,16,,17.0,6525
1006039,P8372,M,36-45,3,C,2,0,1,8.0,,3587
1000650,P4573,M,51-55,19,A,3,0,6,10.0,,7024
1005741,P3978,M,46-50,16,B,2,1,2,,,2529
1006838,P8313,F,0-17,3,A,3,1,13,17.0,,5850
1002587,P8022,M,55+,18,B,0,1,6,,,6193
1007876,P5975,M,36-45,4,A,1,0,9,1.0,2.0,8197
1003262,P5925,F,18-25,15,A,1,0,14,4.0,18.0,7448
1001338,P9047,M,0-17,2,A,3,0,7,8.0,,5324
1004996,P9090,F,18-25,10,B,4+,0,5,,,2321
1005780,P9051,F,46-50,14,A,3,1,7,,4.0,5402
1002827,P6292,M,0-17,18,C,0,0,3,13.0,,4444
1005232,P7645,M,18-25,20,A,2,1,13,5.0,,10461
1002217,P6403,F,36-45,13,A,3,1,12,12.0,,6732
1003539,P4430,M,36-45,15,B,0,1,6,8.0,,6424
1007845,P2995,M,46-50,5,C,1,0,2,,,2474
1009229,P7030,M,36-45,4,A,4+,0,15,15.0,14.0,8648
1004383,P4891,M,0-17,20,A,4+,0,15,5.0,,11993
1002961,P8145,F,51-55,16,C,3,0,18,5.0,,12312
1003226,P9498,F,18-25,15,A,2,1,17,17.0,,12053
1006837,P3102,M,26-35,1,B,3,0,3,13.0,,4037
1007031,P4030,F,36-45,10,A,4+,0,3,17.0,,3548
1009290,P9524,M,18-25,3,B,4+,0,9,11.0,,6422
1009131,P9107,M,55+,5,A,1,0,10,1.0,14.0,7159
1003716,P1242,M,26-35,6,B,2,0,12,13.0,18.0,7927
1003414,P2884,M,0-17,16,C,2,0,1,6.0,,2806
1001448,P9015,F,51-55,7,C,4+,1,4,,,3118
1000570,P7747,M,36-45,0,B,4+,1,5,11.0,,3584
1002904,P9494,F,36-45,14,C,3,0,17,9.0,,10924
1002505,P5330,M,26-35,19,A,3,0,5,,,6855
1000917,P8863,F,46-50,11,A,1,0,4,,11.0,8080
1006982,P4109,F,0-17,14,B,4+,1,15,11.0,,9351
1007427,P3186,F,18-25,14,B,3,0,10,,,5894
1006336,P2550,F,26-35,8,A,1,1,5,17.0,,3905
1001678,P1646,M,0-17,15,B,2,0,14,,,8611
1000615,P7144,F,36-45,1,B,4+,0,13,14.0,,9067
1009941,P5656,M,26-35,14,B,0,0,19,,,11620
1007086,P9904,F,18-25,14,C,4+,1,8,9.0,,4424
1004749,P1537,F,0-17,6,B,3,0,12,14.0,9.0,7092
1003505,P7572,F,36-45,20,A,4+,0,20,10.0,,9434
1004529,P1234,M,46-50,12,B,0,0,19,,,11331
1001135,P7539,F,26-35,16,B,4+,1,19,17.0,5.0,9712
1008566,P2374,M,26-35,10,A,3,0,6,1.0,,4567
1007226,P2909,M,18-25,9,B,2,1,8,14.0,,3786
1005162,P8218,M,36-45,0,C,3,1,10,12.0,,7208
1000206,P1080,F,0-17,13,A,1,1,17,,,11030
1004875,P3083,F,26-35,4,A,3,0,1,3.0,6.0,1808
1001319,P2690,F,36-45,7,A,1,0,19,1.0,,9826
1001141,P1756,F,51-55,0,B,4+,0,12,13.0,,6225
1004627,P3670,F,26-35,6,C,1,0,2,2.0,,2898
1007389,P4751,F,36-45,1,B,4+,1,17,,3.0,7876
1002690,P9659,F,36-45,6,A,1,0,7,4.0,,3840
1007323,P6261,M,51-55,6,B,3,1,14,16.0,,9902
1003255,P7852,F,26-35,8,B,0,1,14,6.0,,4912
1008281,P2494,M,26-35,3,B,4+,0,12,3.0,,7885
1005213,P6740,M,51-55,6,A,1,1,16,11.0,,9400
1004108,P9055,F,0-17,19,B,0,0,18,5.0,9.0,12325
1003020,P1901,F,18-25,17,B,1,0,8,,12.0,5936
1001857,P1672,M,18-25,12,A,1,0,2,,,3374
1008996,P9630,M,46-50,10,B,1,1,11,4.0,6.0,6330
1009136,P1444,F,0-17,8,C,3,0,1,9.0,5.0,3307
1002789,P9655,M,46-50,13,A,1,1,10,3.0,,6230
1003875,P3198,M,26-35,7,C,0,1,18,5.0,,8565
1007605,P3287,M,0-17,20,A,1,1,16,,14.0,9015
1009802,P5008,M,26-35,13,B,2,1,2,,,2744
1008135,P1496,F,18-25,20,A,4+,0,17,6.0,,8793
1006055,P2463,F,36-45,16,A,3,1,16,3.0,,9462
1003882,P7828,M,36-45,13,B,2,0,19,,,10447
1007175,P5253,M,26-35,4,B,2,1,5,8.0,4.0,5200
1007129,P1493,M,0-17,9,C,0,0,6,,,5417
1005021,P6065,F,36-45,5,B,0,0,17,5.0,,7657
1004735,P6430,F,46-50,9,B,3,1,16,6.0,,6393
1002387,P2426,M,36-45,10,C,3,0,16,3.0,,8033
1006582,P2793,M,46-50,5,B,4+,0,7,8.0,11.0,6317
1009133,P3723,M,18-25,9,A,1,0,16,,,10129
1005866,P1658,F,51-55,13,A,3,0,9,17.0,1.0,7562
1002566,P5761,M,26-35,19,B,3,0,6,8.0,,6846
1000975,P8630,M,0-17,2,B,1,0,16,14.0,,10125
1007212,P9741,M,46-50,6,A,4+,1,9,9.0,,6748
1009146,P9834,M,51-55,1,A,0,0,4,12.0,,6124
1001262,P5350,M,36-45,6,A,4+,0,6,13.0,,5412
1005047,P1207,F,18-25,16,B,1,0,14,8.0,,10959
1009135,P5190,F,18-25,12,A,0,0,3,3.0,,3168
1007382,P2883,F,26-35,20,A,0,1,17,15.0,7.0,9218
1006231,P3886,M,51-55,8,B,0,0,11,4.0,2.0,6949
1003327,P1477,F,18-25,12,C,4+,0,8,2.0,,5875
1005630,P9953,M,46-50,14,A,1,0,8,5.0,9.0,5955
1002259,P9381,F,18-25,12,B,4+,1,4,2.0,,4968
1001257,P7854,F,46-50,16,A,4+,0,15,7.0,8.0,8837
1000464,P1755,M,51-55,7,C,2,0,16,11.0,,8391
1003294,P5931,M,26-35,8,A,3,0,11,12.0,,6705
1006774,P6724,M,26-35,8,C,4+,1,7,4.0,7.0,7041
1007431,P5150,F,46-50,7,C,2,1,18,3.0,,10001
1001230,P5060,M,26-35,15,C,1,0,6,,,3588
1009076,P5765,F,36-45,19,A,2,1,4,5.0,,6553
1003805,P4612,F,36-45,6,B,4+,1,5,,,4880
1006419,P7553,F,18-25,16,A,1,0,3,12.0,,4927
1005750,P8378,M,46-50,6,C,2,0,6,9.0,,6175
1003856,P2689,M,18-25,5,C,4+,1,14,8.0,,9377
1003135,P2316,M,51-55,4,C,1,0,1,5.0,7.0,1837
1006953,P8130,F,18-25,16,B,1,1,20,15.0,11.0,9676
1009116,P4186,F,36-45,7,B,3,0,14,,,10896
1006034,P6789,M,18-25,0,B,4+,1,6,13.0,,3862
1004589,P2145,F,26-35,15,B,3,0,3,,,4554
1001546,P5394,F,26-35,16,B,1,0,17,17.0,,11718
1006065,P8942,F,36-45,2,B,1,0,14,,,7188
1001094,P8548,M,26-35,12,C,2,0,19,17.0,2.0,10188
1002411,P1560,F,51-55,7,B,3,0,7,14.0,3.0,6332
1002617,P2912,F,26-35,15,C,0,0,11,7.0,,7555
1008954,P2864,M,36-45,6,C,4+,1,7,,,6054
1004145,P1296,M,36-45,20,B,3,0,13,2.0,2.0,8603
1002775,P3409,M,18-25,14,A,1,0,14,6.0,12.0,8108
1006628,P8630,M,26-35,1,B,2,0,11,1.0,5.0,6360
1003155,P2461,M,26-35,1,B,4+,0,8,7.0,,6993
1003970,P5292,M,26-35,9,A,4+,0,12,16.0,,7285
1007972,P3268,F,26-35,4,B,2,1,15,,11.0,8754
1008775,P1994,F,36-45,3,C,1,0,10,,,5017
1005415,P7554,F,18-25,14,A,0,1,2,14.0,18.0,6088
1004331,P1007,F,36-45,12,B,2,0,13,11.0,6.0,8303
1001942,P3515,M,51-55,16,C,0,1,10,9.0,,7668
1006026,P2417,F,26-35,20,B,3,0,17,5.0,,11112
1008301,P3316,M,36-45,0,B,4+,0,10,3.0,,5723
1000191,P8358,M,0-17,17,B,1,1,6,2.0,,7152
1009095,P4932,F,46-50,14,B,0,1,20,,18.0,9020
1000861,P7204,F,18-25,13,A,1,1,1,10.0,,2443
1006711,P2287,M,36-45,8,C,3,0,17,,,8619
1009275,P2118,M,55+,11,B,0,0,1,15.0,,1103
1000649,P9744,M,36-45,4,B,1,1,5,5.0,4.0,3906
1004134,P8637,M,36-45,1,B,1,0,15,8.0,1.0,8298
1007587,P1660,F,26-35,6,A,3,0,1,,,1452
1008828,P9907,M,0-17,20,C,2,1,17,,5.0,8819
1001036,P7922,F,46-50,8,C,3,1,14,,,8129
1004131,P9104,M,0-17,17,A,0,1,13,,,8424
1002148,P7337,M,36-45,3,C,0,1,11,7.0,15.0,6561
1005457,P3529,M,0-17,1,B,4+,0,12,2.0,,5641
1006079,P4970,F,46-50,0,B,1,0,6,,,3927
1002430,P4407,M,18-25,11,B,0,1,11,9.0,,6560
1001879,P8416,F,26-35,12,A,2,1,2,5.0,,3623
1007542,P5760,F,36-45,13,B,2,1,18,,,9309
1002011,P2897,F,26-35,4,A,3,1,12,12.0,2.0,6993
1003373,P7364,M,26-35,2,B,0,0,15,7.0,,6847
1007357,P9464,F,26-35,3,B,0,0,9,,2.0,4104
1001289,P5087,F,26-35,16,C,4+,0,8,12.0,,6829
1001447,P5374,M,26-35,18,B,4+,1,18,4.0,,11498
1003199,P8607,M,26-35,10,A,4+,0,16,13.0,,8829
1006381,P5019,F,26-35,7,C,0,1,10,15.0,,6453
1007522,P1815,F,18-25,11,B,3,0,12,10.0,4.0,6920
1006059,P8255,M,55+,17,B,3,0,20,1.0,,12637
1003183,P1922,F,26-35,17,A,3,0,12,,9.0,7576
1005462,P5867,F,18-25,8,C,3,1,10,16.0,,5881
